Cycle,Time
40.1,78.30495181
40.2,78.76520181
40.3,79.21053515
40.4,79.65853515
41.1,80.10653515
41.2,80.55453515
41.3,81.00786848
41.4,81.44557681
42.1,81.89932681
42.2,82.34386848
42.3,82.79557681
42.4,83.24253515
43.1,83.69853515
43.2,84.14120181
43.3,84.57495181
43.4,85.01320181
44.1,85.46386848
44.2,85.89870181
44.3,86.34386848
44.4,86.78120181
45.1,87.22432681
45.2,87.67453515
45.3,88.11453515
45.4,88.55370181
46.1,88.99720181
46.2,89.45207681
46.3,89.89047265
46.4,90.31432681
47.1,90.75682681
47.2,91.20786848
47.3,91.64370181
47.4,92.09586848
48.1,92.53620181
48.2,92.98120181
48.3,93.42653515
48.4,93.86386848
49.1,94.31453515
49.2,94.76253515
49.3,95.21586848
49.4,95.65245181
50.1,96.10620181
50.2,96.55245181
50.3,97.00057681
50.4,97.45586848
51.1,97.91186848
51.2,98.34495181
51.3,98.79453515
51.4,99.23186848
52.1,99.70120181
52.2,100.1337018
52.3,100.5865351
52.4,101.0212018
53.1,101.4649518
53.2,101.9198685
53.3,102.3412018
53.4,102.8078685
54.1,103.2478685
54.2,103.6680768
54.3,104.1068268
54.4,104.5474518
55.1,105.0087018
55.2,105.4362018
55.3,105.8899518
55.4,106.3287018
56.1,106.7749518
56.2,107.2137018
56.3,107.6612018
56.4,108.0987018
57.1,108.5385351
57.2,108.9838685
57.3,109.4265351
57.4,109.8612018
58.1,110.3065351
58.2,110.7438685
58.3,111.1830768
58.4,111.6292018
59.1,112.0665351
59.2,112.5038685
59.3,112.9418268
59.4,113.3843268
60.1,113.8265351
60.2,114.2655768
60.3,114.7118685
60.4,115.1492018
61.1,115.5874518
61.2,116.0212018
61.3,116.4687018
61.4,116.9112018
62.1,117.3612018
62.2,117.8055768
62.3,118.2443268
62.4,118.6932018
63.1,119.1492018
63.2,119.5865351
63.3,120.0330768
63.4,120.4662018
64.1,120.9199518
64.2,121.3643268
64.3,121.8265351
64.4,122.2612018
65.1,122.7145351
65.2,123.1518685
65.3,123.5918685
65.4,124.0292018
66.1,124.4772018
66.2,124.9198685
66.3,125.3625351
66.4,125.7855768
67.1,126.2262018
67.2,126.6692018
67.3,127.1198685
67.4,127.5480768
68.1,127.9868268
68.2,128.4293268
68.3,128.8662018
68.4,129.3162018
69.1,129.7605768
69.2,130.2078685
69.3,130.6530768
69.4,131.1012018
70.1,131.5518685
70.2,131.9937018
70.3,132.4425351
70.4,132.8880768
71.1,133.3380768
71.2,133.7824518
71.3,134.2362018
71.4,134.6918476
72.1,135.1332018
72.2,135.5768268
72.3,136.0314935
72.4,136.4853268
73.1,136.9399518
73.2,137.3712018
73.3,137.8099518
73.4,138.2543268
74.1,138.7137018
74.2,139.1412018
74.3,139.5785351
74.4,140.0112018
75.1,140.4837018
75.2,140.9224518
75.3,141.3555768
75.4,141.7980768
76.1,142.2532018
76.2,142.7037018
76.3,143.1522435
76.4,143.5849518
77.1,144.0368268
77.2,144.4755768
77.3,144.9199518
77.4,145.3568268
78.1,145.8180768
78.2,146.2587018
78.3,146.6993268
78.4,147.1492018
79.1,147.5974518
79.2,148.0292018
79.3,148.4562018
79.4,148.8987018
80.1,149.3449518
80.2,149.7874518
80.3,150.2149518
80.4,150.6499518
81.1,151.0999518
81.2,151.5274518
81.3,151.9943268
81.4,152.4199518
82.1,152.8641393
82.2,153.3143268
82.3,153.7530768
82.4,154.2049518
83.1,154.6512018
83.2,155.1252435
83.3,155.5643268
83.4,156.0105768
84.1,156.4587018
84.2,156.9255768
84.3,157.3774518
84.4,157.8274518
85.1,158.2887018
85.2,158.7555768
85.3,159.2130768
85.4,159.6818268
86.1,160.1468268
86.2,160.5855768
86.3,161.0342435
86.4,161.5024518
87.1,161.9693268
