Cycle,Time
45.4,94.15414059
46.1,94.64347392
46.2,95.13147392
46.3,95.61947392
46.4,96.11280726
47.1,96.59547392
47.2,97.09147392
47.3,97.58480726
47.4,98.07309892
48.1,98.56080726
48.2,99.05280726
48.3,99.53147392
48.4,100.0234739
49.1,100.5114739
49.2,100.9834739
49.3,101.4701406
49.4,101.9754739
50.1,102.4624323
50.2,102.9448073
50.3,103.4328073
50.4,103.9168073
51.1,104.4154739
51.2,104.9181406
51.3,105.4114739
51.4,105.9194739
52.1,106.4234739
52.2,106.9008073
52.3,107.3808073
52.4,107.8701406
53.1,108.3581406
53.2,108.8461406
53.3,109.3421406
53.4,109.8461406
54.1,110.3234739
54.2,110.8141406
54.3,111.3168073
54.4,111.8101406
55.1,112.3154739
55.2,112.8034739
55.3,113.3021406
55.4,113.7928073
56.1,114.2914739
56.2,114.7821406
56.3,115.2674739
56.4,115.7674739
57.1,116.2541406
57.2,116.7474739
57.3,117.2461406
57.4,117.7341406
58.1,118.2261406
58.2,118.7208073
58.3,119.2141406
58.4,119.7021406
59.1,120.1821406
59.2,120.6781406
59.3,121.1701406
59.4,121.6621406
60.1,122.1394739
60.2,122.6381406
60.3,123.1234739
60.4,123.6141406
61.1,124.1043906
61.2,124.5881406
61.3,125.0756406
61.4,125.5714739
62.1,126.0618906
62.2,126.5661406
62.3,127.0501406
62.4,127.5408073
63.1,128.0306406
63.2,128.5143906
63.3,129.0056406
63.4,129.5048073
64.1,129.9918906
64.2,130.4868906
64.3,130.9781406
64.4,131.4693906
65.1,131.9606406
65.2,132.4541406
65.3,132.9408073
65.4,133.4275573
66.1,133.9143906
66.2,134.4008073
66.3,134.9021406
66.4,135.3918906
67.1,135.8808073
67.2,136.3668906
67.3,136.8618906
67.4,137.3418906
68.1,137.8443906
68.2,138.3314739
68.3,138.8118906
68.4,139.3141406
69.1,139.7981406
69.2,140.2856406
69.3,140.7806406
69.4,141.2718906
70.1,141.7728073
70.2,142.2674739
70.3,142.7608073
70.4,143.2593906
71.1,143.7394739
71.2,144.2154739
71.3,144.7114739
71.4,145.2018906
72.1,145.6861614
72.2,146.1634739
72.3,146.6621406
72.4,147.1518906
73.1,147.6394739
73.2,148.1261406
73.3,148.6143906
73.4,149.1018906
74.1,149.5834739
74.2,150.0673489
74.3,150.5605781
74.4,151.0488073
75.1,151.5300573
75.2,152.0231406
75.3,152.5106406
75.4,152.9981406
76.1,153.4781406
76.2,153.9731406
76.3,154.4581406
76.4,154.9408073
77.1,155.4318906
77.2,155.9193906
77.3,156.4101406
77.4,156.9034739
78.1,157.3856406
78.2,157.8731406
78.3,158.3568906
78.4,158.8528073
79.1,159.3356406
79.2,159.8268906
79.3,160.3101406
79.4,160.7868906
80.1,161.2808073
80.2,161.7618906
80.3,162.2501406
80.4,162.7448073
81.1,163.2474739
81.2,163.7408073
81.3,164.2368906
81.4,164.7243906
82.1,165.2231406
82.2,165.7181406
82.3,166.2206406
82.4,166.7101406
83.1,167.2120364
83.2,167.7181406
83.3,168.2193906
83.4,168.7143906
84.1,169.2243906
84.2,169.7418906
84.3,170.2474739
84.4,170.7501406
85.1,171.2754739
